Category,LogName,Expression,ExpressionXML,WA,Priority,Severity,ID,Description
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.An_error_occurred_in_the_SQL_Server_Service_Broker_message_dispatcher_5_Rule,An error occurred in the SQL Server Service Broker message dispatcher. The Windows application log or SQL Server error log may identify the specific error.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.An_error_occurred_in_the_SQL_Server_Service_Broker_message_transmitter_5_Rule,SQL Server Service Broker message transmitter detected an error.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.An_error_occurred_in_the_SQL_Server_Service_Broker_or_Database_Mirroring_transport_manager_5_Rule,An error occurred in the SQL Server Service Broker or Database Mirroring transport manager. The Windows application log or SQL Server error log may identify the specific error.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.An_error_occurred_in_the_timer_event_cache_5_Rule,An error occurred in the SQL Server Service Broker transport layer timer event cache. The Windows application log or SQL Server error log may identify the specific error.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.An_error_occurred_while_processing_SQL_Server_Service_Broker_mirroring_routes_5_Rule,The rule triggers an alert when an error occurs while processing SQL Server Service Broker mirroring routes
EventCollection,,,,WA:,2,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.An_error_occurred_while_processing_the_log_for_database_5_Rule,This error indicates a failure while processing the transaction log during rollback, recovery, or replication.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.An_SQL_Server_Service_Broker_dialog_caught_an_error_5_Rule,The rule triggers an alert when the SQL Server Service Broker dialog detects an error
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.AppDomain_failed_to_unload_with_error_code_5_Rule,The rule is triggered when an application domain fails to unload because of some error. The Windows application log may contain information about the original error code and other diagnostic details
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.A_security__SSPI__error_occurred_when_connecting_to_another_Service_Broker_or_Database_Mirroring_host_5_Rule,When Service Broker transport security uses SSPI, the service account for the remote database must have the CONNECT permission in the master database. The remote SQL Server instance should allow Windows Authentication for the account being used by the remote host. There are no requirements for the login to have other permissions or to own objects in any database.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.A_SQL_Server_Service_Broker_conversation_closed_due_to_an_error_5_Rule,The rule triggers an alert when the SQL Server Service Broker conversation has been closed due to an error.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.A_SQL_Server_Service_Broker_cryptographic_operation_failed_5_Rule,The rule triggers an alert when the SQL Server Service Broker cryptographic operation fails.
EventCollection,,,,WA:,2,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Attempt_to_fetch_logical_page_that_belongs_to_different_object_5_Rule,This error occurs when SQL Server detects that the allocation unit as stored on a database page does match the allocation unit associated with a specific operation, such as running a SELECT statement against a table.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.AWE__Could_not_use_Address_Windowing_Extensions_because__lock_pages_in_memory__privilege_was_not_granted_5_Rule,The rule triggers an alert when SQL Server cannot use Address Windowing Extensions because the 'lock pages in memory' privilege was not granted.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Backup_device_failed___Operating_system_error_1_5_Rule,This message indicates that the operating system was unable to open or close a backup device (disk, tape, or pipe) specified as part of a BACKUP or RESTORE command. For more information on backup devices, refer to the Docs Online topics, "Backup Devices" and "BACKUP."
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Database_log_file_is_full._Back_up_the_transaction_log_for_the_database_to_free_up_some_log_space_1_5_Rule,The specified transaction log file has run out of free space.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Could_not_open_tempdb.__Cannot_continue_1_5_Rule,The tempdb database could not be opened.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.EventCollectionRule.DBEngine.CannotCreateFile,SQL Server cannot create a file because the file already exists.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Cannot_determine_the_service_account_for_SQL_Server_instance_1_5_Rule,This error occurs when a Transact-SQL statement contains mismatched single or double quotes. The SET QUOTED_IDENTIFIER setting will determine which combinations of single and double quotations marks are valid. For more information about SET QUOTED_IDENTIFIER, see "SET QUOTED_IDENTIFIER" in Docs Online.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Cannot_open_backup_device.__1_5_Rule,One or more of the files specified in a BACKUP or RESTORE command could not be opened. The potential reasons for this include:
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Cannot_start_service_broker_activation_manager_5_Rule,The rule triggers an alert when service broker fails to start the activation manager.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Cannot_start_service_broker_manager_5_Rule,The rule triggers an alert when SQL Server cannot start the service broker manager.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Cannot_start_service_broker_manager_due_to_operating_system_error_5_Rule,The rule triggers an alert when SQL Server cannot start the service broker manager due to the operating system error.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Cannot_start_service_broker_security_manager_5_Rule,Service Broker security manger could not start.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Cannot_start_SQL_Server_Service_Broker_on_Database_5_Rule,The rule triggers an alert when SQL Server cannot start Service Broker on a database.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Table_error__Page_was_not_seen_in_the_scan_although_its_parent_and_previous_refer_to_it._Check_any_previous_errors_1_5_Rule,A page (P_ID1) in a B-tree was not seen, even though an index page (P_ID2) points to it as a child page and its previous page (P_ID3) in the page chain points to it as the next page in the chain. This can happen at any level of the B-tree. Both error states mean the same thing; they differ only in where the error was discovered.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.CHECKTABLE_terminated._A_failure_was_detected_while_collecting_facts._Possibly_tempdb_out_of_space_or_a_system_table_is_inconsistent._Check_previous_errors_1_5_Rule,Possibly tempdb out of space or a system table is inconsistent. Check previous errors.
EventCollection,,,,WA:,2,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Check_sum_failure_while_page_in_cache_id832,It is detected that a database page has been unexpectedly modified while in cache (by verifying the page checksum).
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.XML___FOR_XML_EXPLICIT_stack_overflow_occurred._Circular_parent_tag_relationships_are_not_allowed_1_5_Rule,The XML is not well-formed because the element tag nesting level has exceeded the number of columns in the table, one or more tags is self-referencing, or both. For more information about FOR XML EXPLICIT, see "Using EXPLICIT Mode" in Docs Online.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Commit_of_internal_MSDTC_transaction_failed_1_5_Rule,The rule triggers an error when COMMIT of internal MSDTC transaction failed
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Common_Language_Runtime__CLR__not_installed_properly_5_Rule,This installation of the Common Language Runtime (CLR) is corrupted. The CLR is installed with the Microsoft .NET Framework.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Conflict_table__does_not_exist_1_5_Rule,This error occurs when you try to add or drop a column to a merge article, but the conflict table specified in sysmergearticles for the modified article does not actually exist in the database.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.The_query_has_been_canceled_because_the_estimated_cost_of_this_query_exceeds_the_configured_threshold._Contact_the_system_administrator_1_5_Rule,The configuration setting for the query governor cost limit option is lower than the cost the SQL Server optimizer estimated for the specified query. By default, the query governor cost limit option is set to 0, which allows all queries to run. However, on this instance of SQL Server an upper limit was specified by setting the option to a number greater than 0. Query plans with an anticipated cost larger than this value are not started.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.CREATE_DATABASE_failed._Could_not_allocate_enough_disk_space_for_a_new_database_on_the_named_disks_1_5_Rule,This error occurs when there is not enough space on the device to create the model database.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Could_not_allocate_space_for_object__in_database__because_the__filegroup_is_full_1_5_Rule,The specified Filegroup has run out of free space.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Error_recovering_database_._Could_not_connect_to_MSDTC_to_check_the_completion_status_of_transaction_1_5_Rule,When you are using MS DTC to manage a distributed transaction across multiple servers and a loss of connectivity occurs, the distributed transaction is left in an unknown or "in doubt" state. Common sources of interruptions are
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Could_not_connect_to_server_because_it_is_not_defined_as_a_remote_login_at_the_server_1_5_Rule,Setting up security for executing remote procedure calls (RPC) against a remote server involves setting up login mappings in the remote server and possibly in the local server running an instance of Microsoft SQL Server. The mapping is specific to a given server\instance name, usually the NetBIOS name for a default instance and the NetBIOS name plus the instance name for a named instance. If the login mapping does not exist or if the name of the server specified in the connection string does not match the exact name in the sysremotelogins table, and the guest account does not have a mapping in sysremotelogins , you will receive this error. You will also see this error if the remote user is found to have a null or empty login name.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Could_not_create_an_instance_of_OLE_DB_provider_1_5_Rule,The rule triggers an alert when SQL Server could not create an instance of an OLE DB provider to connect to a linked server.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Could_not_create_AppDomain_manager_5_Rule,The rule triggers an alert when SQL Server fails to create an application domain manager
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Could_not_create_a_statement_object_using_OLE_DB_provider_1_5_Rule,The rule triggers an alert when SQL Server fails to create a statement object with the OLE DB provider connected to a linked server.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Could_not_do_cleanup_for_the_killed_process_1_5_Rule,This error message occurs when another error caused a user connection to terminate abnormally.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Could_not_find_CHECK_constraint_although_the_table_is_flagged_as_having_one_1_5_Rule,This error can occur when the creation of a constraint failed but for some reason the creation was not completely rolled back. It can also be caused by data consistency issue with the system tables in the database where the table listed in the message resides.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Could_not_find_FOREIGN_KEY_constraints_for_table_although_the_table_is_flagged_as_having_them_1_5_Rule,This error can occur when the creation of a constraint failed but for some reason the creation was not completely rolled back. It can also be caused by data consistency issue with the system tables in the database where the table listed in the message resides.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Could_not_obtain_exclusive_lock_on_database_5_Rule,You may receive this error stating a lock could not be obtained for the model database if the model database is in use when you issue any CREATE DATABASE statement. Since a new database is copied from the model database, the model database has to be in a state with no activity.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Could_not_obtain_information_about_Windows_NT_group_user_1_5_Rule,A process executed within SQL Server or from the SQL Server Agent, such as the xp_logininfo stored procedure, a scheduled job, or a replication agent, needs to verify the credentials of a Windows-authenticated login. The attempt to retrieve those credentials on the domain failed for an unspecified reason.
EventCollection,,,,WA:,2,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Could_not_open_device_1_5_Rule,An operating system error occurred when opening the primary file of a database. The error message contains the specific operating system error encountered.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Could_not_open_error_log_file_1_5_Rule,When installing Microsoft SQL Server on an NTFS partition, make sure that the NTFS file permissions allow read/write access. Otherwise, this error message may appear in the Microsoft Windows NT application log (for each installation attempt).
EventCollection,,,,WA:,2,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Could_not_open_FCB_for_invalid_file_in_database__1_5_Rule,This error occurs when SQL Server uses an invalid file ID while performing some operation. This error can occur for several different scenarios.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Could_not_open_referenced_table_1_5_Rule,You are trying to add, drop, or modify a constraint on a table that has a schema stability lock (LCK_M_SCH_S or Sch-S) held on it. The schema stability lock is not compatible with DDL. The lock may be held by a query involving this table that is taking a long time to compile.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Could_not_read_and_latch_page_1_5_Rule,The page read failed for some reason (see any accompanying errors), or a latch could not be taken (there may be latch timeout messages on the error log).
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Could_not_recover_database_due_to_unresolved_transaction_outcomes_1_5_Rule,The recovery process found pending transactions for the specified database. These transactions were either distributed transactions that used Microsoft Distributed Transaction Coordinator (MS DTC), or the transactions were single instance cross-database transactions. There is not enough information available for the recovery process to either commit or roll back one or more of those transactions.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Could_not_resolve_the_referenced_column_name_in_table_1_5_Rule,This error occurs when you try to modify data in a table with a foreign key that references a column that no longer exists in the referenced table. Merely renaming a column will not cause this error. Under normal circumstances, a column referenced by a foreign key cannot be dropped, so this error may indicate that unsupported direct system table updates have occurred.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Could_not_write_a_CHECKPOINT_record_in_database_because_the_log_is_out_of_space_1_5_Rule,The transaction log for the specified database has reached its capacity. The limit could be due to a configuration setting or to the amount of physical space available for one or more of the files configured for this database.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.EventCollectionRule.DBEngine.CreateFileEncounteredOperatingSystemError,CREATE FILE encountered operating system error.
EventCollection,,,,WA:,2,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Database_could_not_recover_1_5_Rule,This error occurs when SQL Server fails to recover a database successfully when it is brought online.
EventCollection,,,,WA:,2,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.DBCC_executed_found_and_not_repaired_errors_Rule,This message indicates a database consistency check has encountered errors and none or not all of the errors were repaired.
EventCollection,,,,WA:,2,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.DBCC_executed_found_and_repaired_errors_Rule,This message indicates a database consistency check has encountered errors and all of the errors were repaired.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Could_not_mark_database_as_suspect._Getnext_NC_scan_on_sysdatabases.dbid_failed_1_5_Rule,The SQL Server recovery process tried to turn on the suspect flag for the specified database, but it could not find the appropriate row in sysdatabases or could not update the database information in memory. The reason the database needs to be marked suspect should be indicated by other messages in the SQL Server error log or the Event Viewer.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Descriptor_for_object_in_database_not_found_in_the_hash_table_during_attempt_to_unhash_it_1_5_Rule,A temporary table could not be found. The specific object ID will be available in the Windows application log as event ID 617.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Distributed_transaction_aborted_by_MSDTC_1_5_Rule,The rule triggers an alert when Distributed transaction was aborted by MSDTC.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.XML___Failed_to_load_Msxml2.dll_1_5_Rule,The Msxml2.dll file is missing from the computer where SQL Server is installed, or it could not be loaded from the system directory while processing an XML feature such as sp_xml_preparedocument. If the file exists, it may not be registered properly, or one of its dependencies may not exist.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.XML___Failed_to_instantiate_class._Make_sure_Msxml2.dll_exists_in_the_SQL_Server_installation_1_5_Rule,The Msxml2.dll file is missing from the computer where SQL Server is installed, or it could not be loaded from the system directory while processing an XML feature such as sp_xml_preparedocument. If the file exists, it may not be registered properly, or one of its dependencies may not exist.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Full_Text_Search___Full_text_catalog_is_in_a_unusable_state._Drop_and_re_create_this_full_text_catalog_1_5_Rule,The full-text catalog is offline. The full-text directory has been deleted, is corrupt, or the path points to a location that is not valid.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Enlist_of_MSDTC_transaction_failed_1_5_Rule,The rule triggers an alert when SQL Server fails to enlist a new or existing distributed transaction.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Error_while_undoing_logged_operation_in_database__1_5_Rule,The recovery process could not undo (roll back) one or more transactions in the specified database. This error will be accompanied by a more specific error in the SQL Server error log and/or the event log.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Cannot_recover_the_master_database._Exiting_1_5_Rule,The master database is not in a recoverable state.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Failed_to_add_column__to_table__1_5_Rule,sp_repladdcolumn failed to add the specified column to the table in the publication database. If another error is reported along with this one, the other error should indicate the reason the column could not be added. If no other error is reported, the problem could be that the owner-qualified table does not exist, or the data type is not one that can be added to a replicated table. The data type of the new column must be either an identity, computed, or timestamp column; allow nulls; or have a default. For more information about sp_repladdcolumn, see "Schema Changes on Publication Databases" in Docs Online.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Failed_to_allocate_memory_for_Common_Language_Runtime__CLR__5_Rule,The rule triggers an alert when SQL Server is unable to allocate memory for CLR.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Failed_to_create_AppDomain_5_Rule,The rule triggers an alert when an application tried to create an application domain, but failed. This may be caused when there is not enough memory to start the application domain.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Failed_to_drop_column__from_table__1_5_Rule,sp_repldropcolumn failed to drop the specified column on the publication database. The error could result from a failed system table update or from a failure of the underlying ALTER TABLE statement.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Failed_to_initialize_the_Common_Language_Runtime__CLR__due_to_memory_pressure_5_Rule,Windows could not allocate memory for the Microsoft Common Language Runtime (CLR) to initialize.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Failed_to_initialize_the_Common_Language_Runtime__CLR__with_HRESULT_1_5_Rule,The rule triggers an alert when an assembly or application fails to start and logs an HRESULT error.
